listid,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03,yasb
Jeremy Wilson#2,separatistalliance,chertek,nantexclassstarfighter,39,0,0,0,,,,,,,,,,,3,4,0,3,4,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X113WWWW237Y356XWY337X99WWY336XWWWW68WWWY344XWW164W&sn=Random%20Squad&obs=
Jeremy Wilson#2,separatistalliance,dfs311,vultureclassdroidfighter,29,1,0,0,concussionmissiles,,,,,,,,,,2,3,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X113WWWW237Y356XWY337X99WWY336XWWWW68WWWY344XWW164W&sn=Random%20Squad&obs=
Jeremy Wilson#2,separatistalliance,darkcourier,sithinfiltrator,57,1,0,0,connernets,,,,,,,,,,1,6,4,3,2,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X113WWWW237Y356XWY337X99WWY336XWWWW68WWWY344XWW164W&sn=Random%20Squad&obs=
Jeremy Wilson#2,separatistalliance,skakoanace,belbullab22starfighter,43,1,0,0,hullupgrade,,,,,,,,,,2,4,2,3,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X113WWWW237Y356XWY337X99WWY336XWWWW68WWWY344XWW164W&sn=Random%20Squad&obs=
jesedk#1,galacticempire,darthvader,tieadvancedx1,82,3,0,0,brilliantevasion,concussionmissiles,collisiondetector,,,,,,,,3,3,2,2,6,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z173X199W112W99WY184XWWW164Y166X114W11WWW165W162&sn=Random%20Squad&obs=
jesedk#1,galacticempire,captainferoph,tiereaper,50,1,0,0,hullupgrade,,,,,,,,,,1,7,2,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z173X199W112W99WY184XWWW164Y166X114W11WWW165W162&sn=Random%20Squad&obs=
jesedk#1,galacticempire,lieutenantsai,lambdaclasst4ashuttle,67,4,0,0,ioncannon,shieldupgrade,trajectorysimulator,st321,,,,,,,1,6,5,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z173X199W112W99WY184XWWW164Y166X114W11WWW165W162&sn=Random%20Squad&obs=
jesedk#2,galacticrepublic,oddball-btlbywing,btlbywing,69,3,0,0,ahsokatano,snapshot,iontorpedoes,,,,,,,,1,5,3,2,5,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X256WW135W253WWWY315XWW165Y339XWWWWY365XWWWWWW&sn=Random%20Squad&obs=
jesedk#2,galacticrepublic,kickback,v19torrentstarfighter,39,1,0,0,shieldupgrade,,,,,,,,,,2,5,1,2,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X256WW135W253WWWY315XWW165Y339XWWWWY365XWWWWWW&sn=Random%20Squad&obs=
jesedk#2,galacticrepublic,jag,arc170starfighter,48,0,0,0,,,,,,,,,,,1,6,3,3,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X256WW135W253WWWY315XWW165Y339XWWWWY365XWWWWWW&sn=Random%20Squad&obs=
jesedk#2,galacticrepublic,matchstick,btlbywing,43,0,0,0,,,,,,,,,,,1,5,3,2,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X256WW135W253WWWY315XWW165Y339XWWWWY365XWWWWWW&sn=Random%20Squad&obs=
jetsetter#1,rebelalliance,hortonsalm,btla4ywing,62,5,0,0,connernets,staticdischargevanes,debrisgambit,advprotontorpedoes,dorsalturret,,,,,,1,6,2,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z26X118W137W134WW109W68WY15XY18XWW101W86W52WW71WY47XWW37W109WW&sn=Random%20Squad&obs=
jetsetter#1,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z26X118W137W134WW109W68WY15XY18XWW101W86W52WW71WY47XWW37W109WW&sn=Random%20Squad&obs=
jetsetter#1,rebelalliance,esegetuketu,btls8kwing,63,4,0,0,niennunb,seismiccharges,hotshotgunner,ionmissiles,,,,,,,1,6,3,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z26X118W137W134WW109W68WY15XY18XWW101W86W52WW71WY47XWW37W109WW&sn=Random%20Squad&obs=
jetsetter#1,rebelalliance,roarkgarnet,hwk290lightfreighter,49,2,0,0,informant,staticdischargevanes,,,,,,,,,2,3,2,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z26X118W137W134WW109W68WY15XY18XWW101W86W52WW71WY47XWW37W109WW&sn=Random%20Squad&obs=
jetsetter#2,scumandvillainy,zuckuss,g1astarfighter,47,1,0,0,firecontrolsystem,,,,,,,,,,1,5,4,3,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400X234W10WWWW249W159WY110XW113WWWWY84XWWWWWWWY93XWW&sn=Random%20Squad&obs=
jetsetter#2,scumandvillainy,ig88d,aggressorassaultfighter,63,0,0,0,,,,,,,,,,,3,5,3,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400X234W10WWWW249W159WY110XW113WWWWY84XWWWWWWWY93XWW&sn=Random%20Squad&obs=
jetsetter#2,scumandvillainy,landocalrissian-escapecraft,escapecraft,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400X234W10WWWW249W159WY110XW113WWWWY84XWWWWWWWY93XWW&sn=Random%20Squad&obs=
JKLOL#1,rebelalliance,dutchvander,btla4ywing,86,6,0,0,r5astromech,proximitymines,bistan,stealthdevice,protontorpedoes,ioncannonturret,,,,,1,6,2,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z27XW138W136W6W166W70W77Y2X133WW7W106W142Y55XWWY14XW&sn=Random%20Squad&obs=
JKLOL#1,rebelalliance,redsquadronveteran,t65xwing,53,4,0,0,r5d8,servomotorsfoils,electronicbaffle,trickshot,,,,,,,2,4,2,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z27XW138W136W6W166W70W77Y2X133WW7W106W142Y55XWWY14XW&sn=Random%20Squad&obs=
JKLOL#1,rebelalliance,lieutenantblount,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z27XW138W136W6W166W70W77Y2X133WW7W106W142Y55XWWY14XW&sn=Random%20Squad&obs=
JKLOL#1,rebelalliance,ezrabridger-tielnfighter,tielnfighter,31,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z27XW138W136W6W166W70W77Y2X133WW7W106W142Y55XWWY14XW&sn=Random%20Squad&obs=
JKLOL#2,firstorder,majorstridan,upsilonclassshuttle,81,3,0,0,perceptivecopilot,firecontrolsystem,hyperspacetrackingdata,,,,,,,,1,6,6,4,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z251XW185WW54WWW113WY238XWWWWWWWY384XWWW&sn=Random%20Squad&obs=
JKLOL#2,firstorder,lieutenantdormitz,upsilonclassshuttle,70,0,0,0,,,,,,,,,,,1,6,6,4,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z251XW185WW54WWW113WY238XWWWWWWWY384XWWW&sn=Random%20Squad&obs=
JKLOL#2,firstorder,firstorderprovocateur,tiebainterceptor,45,0,0,0,,,,,,,,,,,3,2,2,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z251XW185WW54WWW113WY238XWWWWWWWY384XWWW&sn=Random%20Squad&obs=
JM#1,scumandvillainy,crymorahgoon,btla4ywing,58,6,0,0,r3astromech,connernets,contrabandcybernetics,afterburners,iontorpedoes,ioncannonturret,,,,,1,6,2,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88X138W135WW4W68W92W105Y141X178W48WW91W109Y158XW100WWY129X119WWWWW&sn=Random%20Squad&obs=
JM#1,scumandvillainy,sarcoplank,quadrijettransferspacetug,60,4,0,0,maul,cloakingdevice,staticdischargevanes,primedthrusters,,,,,,,2,5,0,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88X138W135WW4W68W92W105Y141X178W48WW91W109Y158XW100WWY129X119WWWWW&sn=Random%20Squad&obs=
JM#1,scumandvillainy,blacksunsoldier,z95af4headhunter,29,1,0,0,homingmissiles,,,,,,,,,,2,2,2,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88X138W135WW4W68W92W105Y141X178W48WW91W109Y158XW100WWY129X119WWWWW&sn=Random%20Squad&obs=
JM#1,scumandvillainy,toranikulda,m12lkimogilafighter,51,1,0,0,elusive,,,,,,,,,,1,7,2,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88X138W135WW4W68W92W105Y141X178W48WW91W109Y158XW100WWY129X119WWWWW&sn=Random%20Squad&obs=
JM#2,resistance,finchdallow,mg100starfortress,73,2,0,0,kaydelconnix,agilegunner,,,,,,,,,1,9,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XWW231W76WWWWY245XWWWWWWWY301XWWY350XWWW&sn=Random%20Squad&obs=
JM#2,resistance,hansolo-scavengedyt1300,scavengedyt1300,65,0,0,0,,,,,,,,,,,1,8,3,3,6,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XWW231W76WWWWY245XWWWWWWWY301XWWY350XWWW&sn=Random%20Squad&obs=
JM#2,resistance,bluesquadronrecruit,rz2awing,32,0,0,0,,,,,,,,,,,3,2,2,2,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XWW231W76WWWWY245XWWWWWWWY301XWWY350XWWW&sn=Random%20Squad&obs=
JM#2,resistance,finn,resistancetransportpod,29,0,0,0,,,,,,,,,,,2,3,1,2,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XWW231W76WWWWY245XWWWWWWWY301XWWY350XWWW&sn=Random%20Squad&obs=
JMcK#1,galacticempire,maulermithel,tielnfighter,31,0,0,0,,,,,,,,,,,3,3,0,2,5,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z219XWY215XWWW28W38WWW236WY171XWWY166XWWWWW&sn=Random%20Squad&obs=
JMcK#1,galacticempire,inquisitor,tieadvancedv1,35,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z219XWY215XWWW28W38WWW236WY171XWWY166XWWWWW&sn=Random%20Squad&obs=
JMcK#1,galacticempire,lieutenantsai,lambdaclasst4ashuttle,47,0,0,0,,,,,,,,,,,1,6,4,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z219XWY215XWWW28W38WWW236WY171XWWY166XWWWWW&sn=Random%20Squad&obs=
JMcK#2,scumandvillainy,drearenthal,btla4ywing,73,4,0,0,r5astromech,electroprotonbomb,deadmansswitch,advprotontorpedoes,,,,,,,1,6,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X236Y86XWW134WW6W235W93WY156X116WW95W249Y158XWWW164Y94XWW&sn=Random%20Squad&obs=
JMcK#2,scumandvillainy,blacksunsoldier,z95af4headhunter,29,1,0,0,hullupgrade,,,,,,,,,,2,3,2,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X236Y86XWW134WW6W235W93WY156X116WW95W249Y158XWWW164Y94XWW&sn=Random%20Squad&obs=
JMcK#2,scumandvillainy,outerrimpioneer,escapecraft,28,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X236Y86XWW134WW6W235W93WY156X116WW95W249Y158XWWW164Y94XWW&sn=Random%20Squad&obs=
Joel Springle#1,galacticempire,alphasquadronpilot,tieininterceptor,46,2,0,0,stealthdevice,hullupgrade,,,,,,,,,3,4,0,3,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X132W76W68WY182X166W164Y186X60W26W108Y222XW&sn=Random%20Squad&obs=
Joel Springle#1,galacticempire,delmeeko,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X132W76W68WY182X166W164Y186X60W26W108Y222XW&sn=Random%20Squad&obs=
Joel Springle#2,rebelalliance,alexsandrkallus,vcx100lightfreighter,92,3,0,0,advancedsensors,ghost,protontorpedoes,,,,,,,,0,10,4,4,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z392XW136W111WWWWWW148Y24X114WWWY60X53W44W&sn=Random%20Squad&obs=
Joel Springle#2,rebelalliance,knavesquadronescort,ewing,56,1,0,0,trajectorysimulator,,,,,,,,,,3,3,3,3,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z392XW136W111WWWWWW148Y24X114WWWY60X53W44W&sn=Random%20Squad&obs=
Joel Springle#2,rebelalliance,kashyyykdefender,auzituckgunship,50,2,0,0,novicetechnician,landocalrissian,,,,,,,,,1,6,2,3,1,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z392XW136W111WWWWWW148Y24X114WWWY60X53W44W&sn=Random%20Squad&obs=
John McDermid#1,scumandvillainy,overseeryushyn,modifiedtielnfighter,34,1,0,0,stealthdevice,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X166Y94X123W36W247Y87XWWW85WWW91WY125XWWW92WW&sn=Random%20Squad&obs=
John McDermid#1,scumandvillainy,outerrimpioneer,escapecraft,41,3,0,0,ig88d,angleddeflectors,juke,,,,,,,,2,2,1,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X166Y94X123W36W247Y87XWWW85WWW91WY125XWWW92WW&sn=Random%20Squad&obs=
John McDermid#1,scumandvillainy,hiredgun,btla4ywing,46,2,0,0,hansolo-gunner,cloakingdevice,,,,,,,,,1,6,2,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X166Y94X123W36W247Y87XWWW85WWW91WY125XWWW92WW&sn=Random%20Squad&obs=
John McDermid#1,scumandvillainy,asajjventress,lancerclasspursuitcraft,74,1,0,0,contrabandcybernetics,,,,,,,,,,2,8,2,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X166Y94X123W36W247Y87XWWW85WWW91WY125XWWW92WW&sn=Random%20Squad&obs=
John McDermid#2,galacticrepublic,kickback,v19torrentstarfighter,46,2,0,0,magpulsewarheads,snapshot,,,,,,,,,2,5,0,2,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z315X256W311WY320X116WWY364X124WWW86WW70W106Y365XWW136W86W6WW&sn=Random%20Squad&obs=
John McDermid#2,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,28,1,0,0,crackshot,,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z315X256W311WY320X116WWY364X124WWW86WW70W106Y365XWW136W86W6WW&sn=Random%20Squad&obs=
Johnn Crane#1,resistance,finn,resistancetransportpod,44,3,0,0,perceptivecopilot,heroic,targetingsynchronizer,,,,,,,,2,3,1,2,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z350X172W177W54WY250X113W206W243WWWW317WY270XWWW198Y346XWWWWWW&sn=Random%20Squad&obs=
Johnn Crane#1,resistance,finchdallow,mg100starfortress,77,4,0,0,larmadacy,ionbombs,firecontrolsystem,patternanalyzer,,,,,,,1,9,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z350X172W177W54WY250X113W206W243WWWW317WY270XWWW198Y346XWWWWWW&sn=Random%20Squad&obs=
Johnn Crane#1,resistance,greersonnel,rz2awing,42,1,0,0,ferrospherepaint,,,,,,,,,,3,2,2,2,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z350X172W177W54WY250X113W206W243WWWW317WY270XWWW198Y346XWWWWWW&sn=Random%20Squad&obs=
Johnn Crane#1,resistance,logisticsdivisionpilot,resistancetransport,32,0,0,0,,,,,,,,,,,1,5,3,2,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z350X172W177W54WY250X113W206W243WWWW317WY270XWWW198Y346XWWWWWW&sn=Random%20Squad&obs=
Johnn Crane#2,firstorder,null,tiefofighter,37,1,0,0,hullupgrade,,,,,,,,,,3,4,1,2,0,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW164Y251X318WW30WW183W232W113WY286XWWY269XW&sn=Random%20Squad&obs=
Johnn Crane#2,firstorder,majorstridan,upsilonclassshuttle,83,5,0,0,autoblasters,freelanceslicer,captainphasma,firecontrolsystem,deuteriumpowercells,,,,,,1,6,6,4,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW164Y251X318WW30WW183W232W113WY286XWWY269XW&sn=Random%20Squad&obs=
Johnn Crane#2,firstorder,sienarjaemusengineer,tievnsilencer,51,0,0,0,,,,,,,,,,,3,4,2,3,1,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW164Y251X318WW30WW183W232W113WY286XWWY269XW&sn=Random%20Squad&obs=
Johnn Crane#2,firstorder,epsilonsquadroncadet,tiefofighter,25,0,0,0,,,,,,,,,,,3,3,1,2,1,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW164Y251X318WW30WW183W232W113WY286XWWY269XW&sn=Random%20Squad&obs=
JonBabcock#1,firstorder,zetasquadronsurvivor,tiesffighter,32,0,0,0,,,,,,,,,,,2,3,3,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XWWWWY251X318W185WW184WW232W114WY382XW178WW&sn=Random%20Squad&obs=
JonBabcock#1,firstorder,majorstridan,upsilonclassshuttle,102,5,0,0,autoblasters,supremeleadersnoke,trajectorysimulator,deuteriumpowercells,hyperspacetrackingdata,,,,,,1,6,6,4,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XWWWWY251X318W185WW184WW232W114WY382XW178WW&sn=Random%20Squad&obs=
JonBabcock#1,firstorder,holo,tiebainterceptor,63,1,0,0,primedthrusters,,,,,,,,,,3,2,2,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XWWWWY251X318W185WW184WW232W114WY382XW178WW&sn=Random%20Squad&obs=
JonBabcock#2,separatistalliance,baktoidprototype,hyenaclassdroidbomber,42,4,0,0,landingstruts,magpulsewarheads,munitionsfailsafe,trajectorysimulator,,,,,,,2,5,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329X114WW311W108W237Y309XWWY334XWWW59WWW110WWY356XWY310XWW&sn=Random%20Squad&obs=
JonBabcock#2,separatistalliance,precisehunter,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329X114WW311W108W237Y309XWWY334XWWW59WWW110WWY356XWY310XWW&sn=Random%20Squad&obs=
JonBabcock#2,separatistalliance,countdooku,sithinfiltrator,70,2,0,0,seasonednavigator,tacticalscrambler,,,,,,,,,1,6,4,3,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329X114WW311W108W237Y309XWWY334XWWW59WWW110WWY356XWY310XWW&sn=Random%20Squad&obs=
JonBabcock#2,separatistalliance,chertek,nantexclassstarfighter,39,0,0,0,,,,,,,,,,,3,4,0,3,4,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329X114WW311W108W237Y309XWWY334XWWW59WWW110WWY356XWY310XWW&sn=Random%20Squad&obs=
JonBabcock#2,separatistalliance,haorchallprototype,vultureclassdroidfighter,21,0,0,0,,,,,,,,,,,2,3,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329X114WW311W108W237Y309XWWY334XWWW59WWW110WWY356XWY310XWW&sn=Random%20Squad&obs=
Josef R#1,scumandvillainy,kaatoleeachos,z95af4headhunter,35,2,0,0,clustermissiles,angleddeflectors,,,,,,,,,2,2,1,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z157XW98WW247Y93XWW236Y115X120WW11W31WWWWY398XWWWY118XWWWWWW&sn=Random%20Squad&obs=
Josef R#1,scumandvillainy,dengar,jumpmaster5000,65,3,0,0,ioncannon,4lom,experthandling,,,,,,,,2,6,3,2,6,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z157XW98WW247Y93XWW236Y115X120WW11W31WWWWY398XWWWY118XWWWWWW&sn=Random%20Squad&obs=
Josef R#1,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z157XW98WW247Y93XWW236Y115X120WW11W31WWWWY398XWWWY118XWWWWWW&sn=Random%20Squad&obs=
Josef R#1,scumandvillainy,contractedscout,jumpmaster5000,41,0,0,0,,,,,,,,,,,2,6,3,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z157XW98WW247Y93XWW236Y115X120WW11W31WWWWY398XWWWY118XWWWWWW&sn=Random%20Squad&obs=
Josef R#2,resistance,logisticsdivisionpilot,resistancetransport,38,1,0,0,ioncannon,,,,,,,,,,1,5,3,2,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346XW11WWWWWY246X132WWW244W76WWWY271XWWWY377XWWWWWW&sn=Random%20Squad&obs=
Josef R#2,resistance,chewbacca-scavengedyt1300,scavengedyt1300,91,3,0,0,leiaorgana-resistance,agilegunner,swarmtactics,,,,,,,,1,8,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346XW11WWWWWY246X132WWW244W76WWWY271XWWWY377XWWWWWW&sn=Random%20Squad&obs=
Josef R#2,resistance,zaribangel,rz2awing,35,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346XW11WWWWWY246X132WWW244W76WWWY271XWWWY377XWWWWWW&sn=Random%20Squad&obs=
Josef R#2,resistance,jarekyeager,fireball,33,0,0,0,,,,,,,,,,,2,6,0,2,5,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346XW11WWWWWY246X132WWW244W76WWWY271XWWWY377XWWWWWW&sn=Random%20Squad&obs=
Josh#1,galacticrepublic,dineeellberger,nabooroyaln1starfighter,47,2,0,0,swarmtactics,iontorpedoes,,,,,,,,,2,3,2,2,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X119W137W234WWW69W249Y331X132WWW135Y341XWW88W2WY323XWW&sn=Random%20Squad&obs=
Josh#1,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,33,0,0,0,,,,,,,,,,,2,3,2,2,2,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X119W137W234WWW69W249Y331X132WWW135Y341XWW88W2WY323XWW&sn=Random%20Squad&obs=
Josh#2,galacticempire,patrolleader,vt49decimator,71,1,0,0,dauntless,,,,,,,,,,0,12,4,3,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216XWWWWWWW147Y167X112WWW27WWY213XWWY178XWW&sn=Random%20Squad&obs=
Josh#2,galacticempire,coloneljendon,lambdaclasst4ashuttle,60,2,0,0,deathtroopers,collisiondetector,,,,,,,,,1,6,4,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216XWWWWWWW147Y167X112WWW27WWY213XWWY178XWW&sn=Random%20Squad&obs=
Josh#2,galacticempire,planetarysentinel,tieskstriker,31,0,0,0,,,,,,,,,,,2,4,0,3,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216XWWWWWWW147Y167X112WWW27WWY213XWWY178XWW&sn=Random%20Squad&obs=
Josh#2,galacticempire,tempestsquadronpilot,tieadvancedx1,36,0,0,0,,,,,,,,,,,3,3,2,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216XWWWWWWW147Y167X112WWW27WWY213XWWY178XWW&sn=Random%20Squad&obs=
Jossmabic#1,scumandvillainy,zealousrecruit,fangfighter,54,1,0,0,protontorpedoes,,,,,,,,,,3,4,0,3,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X136Y152XWW101WWWW95W165W150Y93XWW164Y140XWWWWW&sn=Random%20Squad&obs=
Jossmabic#1,scumandvillainy,moraloeval,yv666lightfreighter,79,4,0,0,inertialdampeners,ionmissiles,shieldupgrade,houndstooth,,,,,,,1,9,4,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X136Y152XWW101WWWW95W165W150Y93XWW164Y140XWWWWW&sn=Random%20Squad&obs=
Jossmabic#1,scumandvillainy,landocalrissian-escapecraft,escapecraft,34,1,0,0,hullupgrade,,,,,,,,,,2,3,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X136Y152XWW101WWWW95W165W150Y93XWW164Y140XWWWWW&sn=Random%20Squad&obs=
Jossmabic#1,scumandvillainy,constablezuvio,quadrijettransferspacetug,33,0,0,0,,,,,,,,,,,2,5,0,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X136Y152XWW101WWWW95W165W150Y93XWW164Y140XWWWWW&sn=Random%20Squad&obs=
Jossmabic#2,firstorder,rush,tievnsilencer,62,1,0,0,homingmissiles,,,,,,,,,,3,4,2,3,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386XWW100Y251XWW32W194WWWW110Y288XWWWWWWW&sn=Random%20Squad&obs=
Jossmabic#2,firstorder,majorstridan,upsilonclassshuttle,77,3,0,0,gnkgonkdroid,pettyofficerthanisson,tacticalscrambler,,,,,,,,1,6,6,4,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386XWW100Y251XWW32W194WWWW110Y288XWWWWWWW&sn=Random%20Squad&obs=
Jossmabic#2,firstorder,starkillerbasepilot,upsilonclassshuttle,58,0,0,0,,,,,,,,,,,1,6,6,4,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386XWW100Y251XWW32W194WWWW110Y288XWWWWWWW&sn=Random%20Squad&obs=
