name,rank,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03
Andrew steel,512,resistance,jarekyeager,fireball,37,1,0,0,swarmtactics,,,,,,,,,,2,6,0,2,5,,,,
Andrew steel,512,resistance,chewbacca-scavengedyt1300,scavengedyt1300,84,2,0,0,protonrockets,rey-gunner,,,,,,,,,1,8,3,3,4,,,,
James Ritter,512,separatistalliance,haorchallprototype,vultureclassdroidfighter,26,2,0,0,ionmissiles,grapplingstruts,,,,,,,,,2,3,0,2,1,,,,
James Ritter,512,separatistalliance,feethanottrawautopilot,belbullab22starfighter,35,0,0,0,,,,,,,,,,,2,3,2,3,1,,,,
James Ritter,512,separatistalliance,darkcourier,sithinfiltrator,60,1,0,0,plasmatorpedoes,,,,,,,,,,1,6,4,3,2,,,,
James Ritter,512,separatistalliance,darthmaul,sithinfiltrator,79,1,0,0,chancellorpalpatine,,,,,,,,,,1,6,4,3,5,,,,
Bremy,512,resistance,karekun,t70xwing,69,5,0,0,outmaneuver,bb8,electronicbaffle,integratedsfoils,advancedoptics,,,,,,2,4,3,3,4,,,,
Bremy,512,resistance,resistancesympathizer,scavengedyt1300,60,0,0,0,,,,,,,,,,,1,8,3,3,2,,,,
Bremy,512,resistance,rey,scavengedyt1300,70,0,0,0,,,,,,,,,,,1,8,3,3,5,,,,
Jonathan VanSickle,512,scumandvillainy,trandoshanslaver,yv666lightfreighter,52,0,0,0,,,,,,,,,,,1,9,3,3,2,,,,
Jonathan VanSickle,512,scumandvillainy,cartelexecutioner,m12lkimogilafighter,47,3,0,0,tacticalscrambler,crackshot,inertialdampeners,,,,,,,,1,7,2,3,3,,,,
Jonathan VanSickle,512,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,56,2,0,0,dengar,marksmanship,,,,,,,,,1,8,3,2,4,,,,
Jonathan VanSickle,512,scumandvillainy,blacksunenforcer,starviperclassattackplatform,45,0,0,0,,,,,,,,,,,3,4,1,3,2,,,,
Nathaniel Moore,512,rebelalliance,esegetuketu,btls8kwing,70,4,0,0,plasmatorpedoes,barragerockets,ionbombs,seismiccharges,,,,,,,1,6,3,2,3,,,,
Nathaniel Moore,512,rebelalliance,janors,hwk290lightfreighter,64,2,0,0,hullupgrade,moldycrow,,,,,,,,,2,4,2,2,5,,,,
Nathaniel Moore,512,rebelalliance,jakefarrell,rz1awing,36,0,0,0,,,,,,,,,,,3,2,2,2,4,,,,
Nathaniel Moore,512,rebelalliance,rebelscout,hwk290lightfreighter,30,0,0,0,,,,,,,,,,,2,3,2,2,2,,,,
Wesley van Wensen,512,scumandvillainy,ndrusuhlak,z95af4headhunter,40,4,1,1,swarmtactics,ionmissiles,deadmansswitch,delayedfuses,,,,,,,2,2,2,2,4,delayedfuses,,,
Wesley van Wensen,512,scumandvillainy,kavil,btla4ywing,65,5,1,2,crackshot,ioncannonturret,plasmatorpedoes,genius,inertialdampeners,,,,,,1,6,2,2,5,genius,,,
Wesley van Wensen,512,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,38,2,0,0,patternanalyzer,seismiccharges,,,,,,,,,2,5,0,2,1,,,,
Wesley van Wensen,512,scumandvillainy,blacksunsoldier,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,
Wesley van Wensen,512,scumandvillainy,captainseevor,modifiedtielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
Jared Schwarze,512,scumandvillainy,sabinewren-lancerclasspursuitcraft,lancerclasspursuitcraft,67,2,0,0,000,shadowcaster,,,,,,,,,2,8,2,3,3,,,,
Jared Schwarze,512,scumandvillainy,oldteroch,fangfighter,63,2,0,0,marksmanship,advprotontorpedoes,,,,,,,,,3,4,0,3,5,,,,
Jared Schwarze,512,scumandvillainy,kaatoleeachos,z95af4headhunter,27,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,
Jared Schwarze,512,scumandvillainy,ndrusuhlak,z95af4headhunter,42,3,0,0,clustermissiles,contrabandcybernetics,hullupgrade,,,,,,,,2,3,2,2,4,,,,
Kyle Meidell,512,galacticempire,gideonhask,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,
Kyle Meidell,512,galacticempire,captainferoph,tiereaper,60,1,0,0,grandinquisitor,,,,,,,,,,1,6,2,3,3,,,,
Kyle Meidell,512,galacticempire,deathrain,tiecapunisher,55,2,0,0,iontorpedoes,protonbombs,,,,,,,,,1,6,3,2,4,,,,
Kyle Meidell,512,galacticempire,soontirfel,tieininterceptor,53,0,0,0,,,,,,,,,,,3,3,0,3,6,,,,
Alex Whitehead ,512,firstorder,ember,tiebainterceptor,66,2,0,0,primedthrusters,magpulsewarheads,,,,,,,,,3,2,2,3,4,,,,
Alex Whitehead ,512,firstorder,pettyofficerthanisson,upsilonclassshuttle,70,3,1,1,captainphasma,informant,delayedfuses,,,,,,,,1,6,6,4,1,delayedfuses,,,
Alex Whitehead ,512,firstorder,firstordertestpilot,tievnsilencer,63,1,0,0,protonrockets,,,,,,,,,,3,4,2,3,4,,,,
TobyN,512,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,30,0,0,0,,,,,,,,,,,2,5,0,2,1,,,,
TobyN,512,scumandvillainy,guri,starviperclassattackplatform,85,3,1,6,squadleader,trajectorysimulator,angleddeflectors,,,,,,,,3,4,0,3,5,trajectorysimulator,,,
TobyN,512,scumandvillainy,constablezuvio,quadrijettransferspacetug,39,1,0,0,proximitymines,,,,,,,,,,2,5,0,2,4,,,,
TobyN,512,scumandvillainy,crymorahgoon,btla4ywing,40,1,0,0,hansolo-gunner,,,,,,,,,,1,6,2,2,1,,,,
Sebastien Demers,512,scumandvillainy,shadowporthunter,lancerclasspursuitcraft,66,3,0,0,informant,deadmansswitch,feedbackarray,,,,,,,,2,8,2,3,2,,,,
Sebastien Demers,512,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,30,0,0,0,,,,,,,,,,,2,5,0,2,1,,,,
Sebastien Demers,512,scumandvillainy,drearenthal,btla4ywing,54,1,0,0,ioncannonturret,,,,,,,,,,1,6,2,2,4,,,,
Sebastien Demers,512,scumandvillainy,blacksunenforcer,starviperclassattackplatform,45,0,0,0,,,,,,,,,,,3,4,1,3,2,,,,
Christopher Dunn,512,galacticempire,rhosquadronpilot,alphaclassstarwing,54,4,0,0,firecontrolsystem,iontorpedoes,magpulsewarheads,hullupgrade,,,,,,,2,5,3,2,3,,,,
Christopher Dunn,512,galacticempire,fifthbrother,tieadvancedv1,58,1,0,0,supernaturalreflexes,,,,,,,,,,3,2,2,2,4,,,,
Christopher Dunn,512,galacticempire,sienarspecialist,tieagaggressor,39,2,1,8,homingmissiles,agilegunner,,,,,,,,,2,4,1,2,2,agilegunner,,,
Christopher Dunn,512,galacticempire,lieutenantkarsabi,alphaclassstarwing,46,1,0,0,plasmatorpedoes,,,,,,,,,,2,4,3,2,3,,,,
Ian Becker,512,rebelalliance,landocalrissian-modifiedyt1300lightfreighter,modifiedyt1300lightfreighter,95,3,1,1,veteranturretgunner,niennunb,delayedfuses,,,,,,,,1,8,5,3,5,delayedfuses,,,
Ian Becker,512,rebelalliance,corranhorn,ewing,76,1,0,0,advancedsensors,,,,,,,,,,3,3,3,3,5,,,,
Ian Becker,512,rebelalliance,talasquadronpilot,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,2,,,,
Michał Lewandowski,512,resistance,bb8,resistancetransportpod,42,3,1,3,primedthrusters,korrsella,targetingcomputer,,,,,,,,2,3,1,2,3,targetingcomputer,,,
Michał Lewandowski,512,resistance,covanell,resistancetransport,43,2,0,0,autoblasters,r4astromech,,,,,,,,,1,5,3,2,4,,,,
Michał Lewandowski,512,resistance,ronithblario,rz2awing,34,0,0,0,,,,,,,,,,,3,2,2,2,2,,,,
Michał Lewandowski,512,resistance,kazudaxiono,fireball,45,1,1,5,clustermissiles,,,,,,,,,,2,6,0,2,4,clustermissiles,,,
Michał Lewandowski,512,resistance,pammichnerrogoode,resistancetransport,36,0,0,0,,,,,,,,,,,1,5,3,2,3,,,,
"Mathieu ""Mecaflux""  Salgado",512,galacticrepublic,anakinskywalker,delta7aethersprite,87,2,0,0,r4p44,delta7b,,,,,,,,,2,3,3,3,6,,,,
"Mathieu ""Mecaflux""  Salgado",512,galacticrepublic,104thbattalionpilot,arc170starfighter,51,2,0,0,veterantailgunner,r2astromech,,,,,,,,,1,6,3,3,2,,,,
"Mathieu ""Mecaflux""  Salgado",512,galacticrepublic,oddball-arc170starfighter,arc170starfighter,55,1,0,0,swarmtactics,,,,,,,,,,1,6,3,3,5,,,,
Quack_Shot (Trevor Betts),512,resistance,zaribangel,rz2awing,39,1,0,0,ionmissiles,,,,,,,,,,3,2,2,2,3,,,,
Quack_Shot (Trevor Betts),512,resistance,lulolampar,rz2awing,43,0,0,0,,,,,,,,,,,3,2,2,2,5,,,,
Quack_Shot (Trevor Betts),512,resistance,pammichnerrogoode,resistancetransport,42,1,0,0,targetingsynchronizer,,,,,,,,,,1,5,3,2,3,,,,
Quack_Shot (Trevor Betts),512,resistance,hansolo-scavengedyt1300,scavengedyt1300,76,2,0,0,rosetico,reysmillenniumfalcon,,,,,,,,,1,8,3,3,6,,,,
Marc Rider,512,galacticempire,coloneljendon,lambdaclasst4ashuttle,60,4,0,0,firecontrolsystem,isbslicer,targetingcomputer,st321,,,,,,,1,6,4,3,3,,,,
Marc Rider,512,galacticempire,onyxsquadronace,tieddefender,82,3,0,0,daredevil,jammingbeam,concussionmissiles,,,,,,,,3,3,4,3,4,,,,
Marc Rider,512,galacticempire,fifthbrother,tieadvancedv1,52,2,0,0,sense,homingmissiles,,,,,,,,,3,2,2,2,4,,,,
Mr. Al,512,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,30,0,0,0,,,,,,,,,,,2,5,0,2,1,,,,
Mr. Al,512,scumandvillainy,dengar,jumpmaster5000,69,3,0,0,iontorpedoes,heavylasercannon,hullupgrade,,,,,,,,2,7,3,2,6,,,,
Mr. Al,512,scumandvillainy,cartelexecutioner,m12lkimogilafighter,41,0,0,0,,,,,,,,,,,1,7,2,3,3,,,,
Mr. Al,512,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,59,2,0,0,trickshot,seasonednavigator,,,,,,,,,1,8,3,2,4,,,,
isaiah brody,512,resistance,rosetico,resistancetransportpod,33,2,0,0,experthandling,patternanalyzer,,,,,,,,,2,3,1,2,3,,,,
isaiah brody,512,resistance,jarekyeager,fireball,34,1,0,0,heroic,,,,,,,,,,2,6,0,2,5,,,,
isaiah brody,512,resistance,cobaltsquadronbomber,mg100starfortress,59,2,1,1,c3po-crew,delayedfuses,,,,,,,,,1,9,3,3,1,delayedfuses,,,
isaiah brody,512,resistance,paigetico,mg100starfortress,74,2,0,0,collisiondetector,clustermines,,,,,,,,,1,9,3,3,5,,,,
Drew Brody,512,galacticempire,coloneljendon,lambdaclasst4ashuttle,58,3,0,0,tractorbeam,hullupgrade,st321,,,,,,,,1,7,4,3,3,,,,
Drew Brody,512,galacticempire,seventhsister,tieadvancedv1,56,2,0,0,hate,advancedsensors,,,,,,,,,3,2,2,2,4,,,,
Drew Brody,512,galacticempire,blacksquadronscout,tieskstriker,39,1,0,0,hullupgrade,,,,,,,,,,2,5,0,3,3,,,,
Drew Brody,512,galacticempire,alphasquadronpilot,tieininterceptor,42,2,0,0,shieldupgrade,targetingcomputer,,,,,,,,,3,3,1,3,1,,,,
GreenDragoon,512,galacticrepublic,dineeellberger,nabooroyaln1starfighter,52,3,0,0,marksmanship,r2astromech,iontorpedoes,,,,,,,,2,3,2,2,3,,,,
GreenDragoon,512,galacticrepublic,axe,v19torrentstarfighter,37,1,0,0,lonewolf,,,,,,,,,,2,5,0,2,3,,,,
GreenDragoon,512,galacticrepublic,obiwankenobi,delta7aethersprite,57,2,0,0,r4p17,calibratedlasertargeting,,,,,,,,,3,3,1,2,5,,,,
GreenDragoon,512,galacticrepublic,macewindu,delta7aethersprite,53,2,0,0,r2c4,calibratedlasertargeting,,,,,,,,,3,3,1,2,4,,,,
Jeremy Buck,512,resistance,hansolo-scavengedyt1300,scavengedyt1300,93,4,0,0,protonrockets,chewbacca-crew-swz19,rey-gunner,tacticalscrambler,,,,,,,1,8,3,3,6,,,,
Jeremy Buck,512,resistance,niennunb,t70xwing,74,5,0,0,r4astromech,stealthdevice,integratedsfoils,patternanalyzer,advprotontorpedoes,,,,,,2,4,3,3,5,,,,
Jeremy Buck,512,resistance,bluesquadronrecruit,rz2awing,32,0,0,0,,,,,,,,,,,3,2,2,2,1,,,,
DeDeKale,512,galacticrepublic,axe,v19torrentstarfighter,42,2,0,0,ionmissiles,afterburners,,,,,,,,,2,5,0,2,3,,,,
DeDeKale,512,galacticrepublic,macewindu,delta7aethersprite,66,2,0,0,brilliantevasion,delta7b,,,,,,,,,2,3,3,3,4,,,,
DeDeKale,512,galacticrepublic,matchstick,btlbywing,43,0,0,0,,,,,,,,,,,1,5,3,2,4,,,,
DeDeKale,512,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,47,1,0,0,iontorpedoes,,,,,,,,,,2,3,2,2,4,,,,
Luc Girod,512,galacticrepublic,squadsevenveteran,arc170starfighter,80,6,0,0,experthandling,protontorpedoes,perceptivecopilot,veterantailgunner,r5astromech,shieldupgrade,,,,,1,6,4,3,3,,,,
Luc Girod,512,galacticrepublic,anakinskywalker,delta7aethersprite,75,3,0,0,heightenedperception,r4p17,calibratedlasertargeting,,,,,,,,3,3,1,2,6,,,,
Luc Girod,512,galacticrepublic,ricolie,nabooroyaln1starfighter,45,1,0,0,elusive,,,,,,,,,,2,3,2,2,5,,,,
BenjaminCapovilla ,512,rebelalliance,knavesquadronescort,ewing,62,3,0,0,firecontrolsystem,iontorpedoes,r5astromech,,,,,,,,3,3,3,3,2,,,,
BenjaminCapovilla ,512,rebelalliance,chopper,vcx100lightfreighter,95,4,0,0,ioncannonturret,landocalrissian,cassianandor,hansolo,,,,,,,0,10,4,4,2,,,,
BenjaminCapovilla ,512,rebelalliance,bluesquadronescort,t65xwing,40,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,2,,,,
Charles Ligato Jr,512,resistance,temminwexley,t70xwing,59,2,0,0,r1j5,integratedsfoils,,,,,,,,,2,4,3,3,4,,,,
Charles Ligato Jr,512,resistance,chewbacca-scavengedyt1300,scavengedyt1300,68,1,0,0,lonewolf,,,,,,,,,,1,8,3,3,4,,,,
Charles Ligato Jr,512,resistance,zizitlo,rz2awing,40,0,0,0,,,,,,,,,,,3,2,2,2,5,,,,
Charles Ligato Jr,512,resistance,vimoradi,resistancetransportpod,33,1,0,0,ga97,,,,,,,,,,2,3,1,2,1,,,,
Stephen Sesnick,512,galacticempire,blacksquadronscout,tieskstriker,45,2,0,0,outmaneuver,hullupgrade,,,,,,,,,2,5,0,3,3,,,,
Stephen Sesnick,512,galacticempire,maarekstele,tieadvancedx1,67,2,0,0,squadleader,advancedsensors,,,,,,,,,3,3,2,2,5,,,,
Stephen Sesnick,512,galacticempire,maulermithel,tielnfighter,37,1,0,0,afterburners,,,,,,,,,,3,3,0,2,5,,,,
Stephen Sesnick,512,galacticempire,fifthbrother,tieadvancedv1,46,1,0,0,ionmissiles,,,,,,,,,,3,2,2,2,4,,,,
Cory Noel,512,galacticrepublic,shadowsquadronveteran,btlbywing,61,5,1,1,ioncannonturret,protontorpedoes,agilegunner,r4astromech,delayedfuses,,,,,,1,5,3,2,3,delayedfuses,,,
Cory Noel,512,galacticrepublic,padmeamidala,nabooroyaln1starfighter,53,2,0,0,daredevil,iontorpedoes,,,,,,,,,2,3,2,2,4,,,,
Cory Noel,512,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,49,2,0,0,r3astromech,protontorpedoes,,,,,,,,,2,3,2,2,2,,,,
Cory Noel,512,galacticrepublic,oddball,v19torrentstarfighter,35,1,1,1,munitionsfailsafe,,,,,,,,,,2,5,0,2,5,munitionsfailsafe,,,
Chris Appel,512,firstorder,lieutenantlehuse,tiesffighter,62,4,0,0,advancedoptics,specialforcesgunner,passivesensors,staticdischargevanes,,,,,,,2,3,3,2,5,,,,
Chris Appel,512,firstorder,backdraft,tiesffighter,62,4,1,8,concussionmissiles,agilegunner,passivesensors,staticdischargevanes,,,,,,,2,3,3,2,4,agilegunner,,,
Chris Appel,512,firstorder,lieutenanttavson,upsilonclassshuttle,69,1,0,0,captainphasma,,,,,,,,,,1,6,6,4,3,,,,
Jared Becker,512,resistance,zaribangel,rz2awing,48,3,0,0,intimidation,clustermissiles,patternanalyzer,,,,,,,,3,2,2,2,3,,,,
Jared Becker,512,resistance,colossusstationmechanic,fireball,43,6,1,3,protonrockets,r3astromech,coaxiumhyperfuel,munitionsfailsafe,electronicbaffle,kazsfireball,,,,,2,6,0,2,2,r3astromech,,,
Jared Becker,512,resistance,karekun,t70xwing,66,5,0,0,predator,m9g8,sparepartscanisters,integratedsfoils,blackone,,,,,,2,4,3,3,4,,,,
Jared Becker,512,resistance,finn,resistancetransportpod,43,2,0,0,primedthrusters,perceptivecopilot,,,,,,,,,2,3,1,2,2,,,,
Josh Davis,512,firstorder,firstorderprovocateur,tiebainterceptor,56,3,0,0,marksmanship,targetingsynchronizer,ionmissiles,,,,,,,,3,2,2,3,3,,,,
Josh Davis,512,firstorder,commandermalarus,tiefofighter,38,0,0,0,,,,,,,,,,,3,3,1,2,5,,,,
Josh Davis,512,firstorder,zetasquadronsurvivor,tiesffighter,40,1,1,8,agilegunner,,,,,,,,,,2,3,3,2,2,agilegunner,,,
Josh Davis,512,firstorder,firstordertestpilot,tievnsilencer,66,2,0,0,advancedoptics,magpulsewarheads,,,,,,,,,3,4,2,3,4,,,,
Anthony Hillen,512,resistance,bb8,resistancetransportpod,45,3,0,0,swarmtactics,primedthrusters,rosetico,,,,,,,,2,3,1,2,3,,,,
Anthony Hillen,512,resistance,hansolo-scavengedyt1300,scavengedyt1300,91,4,0,0,lonewolf,homingmissiles,rey-gunner,deadmansswitch,,,,,,,1,8,3,3,6,,,,
Anthony Hillen,512,resistance,cobaltsquadronbomber,mg100starfortress,64,2,0,0,paigetico,protonbombs,,,,,,,,,1,9,3,3,1,,,,
Scott Collins,512,galacticempire,countessryad,tieddefender,95,3,0,0,snapshot,passivesensors,autoblasters,,,,,,,,3,3,4,3,4,,,,
Scott Collins,512,galacticempire,grandinquisitor,tieadvancedv1,58,2,0,0,brilliantevasion,passivesensors,,,,,,,,,3,2,2,2,5,,,,
Scott Collins,512,galacticempire,lieutenantkarsabi,alphaclassstarwing,46,3,1,0,trickshot,homingmissiles,xg1assaultconfiguration,,,,,,,,2,4,3,2,3,xg1assaultconfiguration,,,
Colin Weber,512,galacticempire,alphasquadronpilot,tieininterceptor,31,0,0,0,,,,,,,,,,,3,3,0,3,1,,,,
Colin Weber,512,galacticempire,majorrhymer,tiesabomber,64,4,0,0,plasmatorpedoes,protonrockets,proximitymines,hullupgrade,,,,,,,2,7,0,2,4,,,,
Colin Weber,512,galacticempire,captainferoph,tiereaper,60,1,0,0,grandinquisitor,,,,,,,,,,1,6,2,3,3,,,,
Colin Weber,512,galacticempire,cutlasssquadronpilot,tiecapunisher,45,1,0,0,plasmatorpedoes,,,,,,,,,,1,6,3,2,2,,,,
Samuel Carmel,512,firstorder,backdraft,tiesffighter,68,3,0,0,deuteriumpowercells,specialforcesgunner,advancedsensors,,,,,,,,2,3,3,2,4,,,,
Samuel Carmel,512,firstorder,blackout,tievnsilencer,73,2,0,0,trickshot,advprotontorpedoes,,,,,,,,,3,4,2,3,5,,,,
Samuel Carmel,512,firstorder,ember,tiebainterceptor,52,0,0,0,,,,,,,,,,,3,2,2,3,4,,,,
Mark Sandey,512,galacticrepublic,goldsquadrontrooper,v19torrentstarfighter,30,1,0,0,homingmissiles,,,,,,,,,,2,5,0,2,2,,,,
Mark Sandey,512,galacticrepublic,jediknight,delta7aethersprite,46,3,0,0,heightenedperception,r5astromech,calibratedlasertargeting,,,,,,,,3,3,1,2,3,,,,
Mark Sandey,512,galacticrepublic,wolffe,arc170starfighter,65,3,0,0,advprotontorpedoes,veterantailgunner,r4p17,,,,,,,,1,6,3,3,4,,,,
Mark Sandey,512,galacticrepublic,oddball-arc170starfighter,arc170starfighter,58,1,0,0,c110p,,,,,,,,,,1,6,3,3,5,,,,
Matthew Tracy,512,scumandvillainy,hiredgun,btla4ywing,52,4,0,0,composure,protontorpedoes,r5tk,ionbombs,,,,,,,1,6,2,2,2,,,,
Matthew Tracy,512,scumandvillainy,solsixxa,scurrgh6bomber,70,6,0,0,swarmtactics,ioncannonturret,hotshotgunner,bombletgenerator,havoc,genius,,,,,1,6,4,3,3,,,,
Matthew Tracy,512,scumandvillainy,kathscarlet,firesprayclasspatrolcraft,75,1,0,0,seismiccharges,,,,,,,,,,2,6,4,3,4,,,,
George Barker,512,separatistalliance,darkcourier,sithinfiltrator,81,4,0,0,protontorpedoes,perceptivecopilot,drk1probedroids,scimitar,,,,,,,1,6,4,3,2,,,,
George Barker,512,separatistalliance,technounionbomber,hyenaclassdroidbomber,36,2,0,0,advprotontorpedoes,homingmissiles,,,,,,,,,2,5,0,2,1,,,,
George Barker,512,separatistalliance,dfs311,vultureclassdroidfighter,25,1,0,0,electronicbaffle,,,,,,,,,,2,3,0,2,1,,,,
George Barker,512,separatistalliance,generalgrievous,belbullab22starfighter,55,2,0,0,tv94,soullessone,,,,,,,,,2,5,2,3,4,,,,
Szentandrássy Dániel,512,galacticrepublic,plokoon,delta7aethersprite,58,2,0,0,precognitivereflexes,calibratedlasertargeting,,,,,,,,,3,3,1,2,5,,,,
Szentandrássy Dániel,512,galacticrepublic,luminaraunduli,delta7aethersprite,52,3,1,1,sense,r3astromech,delayedfuses,,,,,,,,3,3,1,2,4,delayedfuses,,,
Szentandrássy Dániel,512,galacticrepublic,saeseetiin,delta7aethersprite,61,1,0,0,delta7b,,,,,,,,,,2,3,3,3,4,,,,
Szentandrássy Dániel,512,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,27,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,
Evan Damiano,512,separatistalliance,wattambor,belbullab22starfighter,56,3,1,3,k2b4,targetingcomputer,soullessone,,,,,,,,2,5,2,3,3,targetingcomputer,,,
Evan Damiano,512,separatistalliance,dfs311,vultureclassdroidfighter,35,3,0,0,concussionmissiles,grapplingstruts,hullupgrade,,,,,,,,2,4,0,2,1,,,,
Evan Damiano,512,separatistalliance,countdooku,sithinfiltrator,85,5,0,0,hate,jammingbeam,generalgrievous,staticdischargevanes,scimitar,,,,,,1,6,4,3,3,,,,
Evan Damiano,512,separatistalliance,precisehunter,vultureclassdroidfighter,24,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Runningtargetnz,512,galacticrepublic,goji,btlbywing,37,1,0,0,ioncannonturret,,,,,,,,,,1,5,3,2,2,,,,
Runningtargetnz,512,galacticrepublic,ahsokatano,delta7aethersprite,48,1,0,0,r4pastromech,,,,,,,,,,3,3,1,2,3,,,,
Runningtargetnz,512,galacticrepublic,104thbattalionpilot,arc170starfighter,42,0,0,0,,,,,,,,,,,1,6,3,3,2,,,,
Runningtargetnz,512,galacticrepublic,axe,v19torrentstarfighter,32,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,
Runningtargetnz,512,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,41,0,0,0,,,,,,,,,,,2,3,2,2,4,,,,
Azaghal,512,firstorder,holo,tiebainterceptor,71,3,0,0,daredevil,deuteriumpowercells,magpulsewarheads,,,,,,,,3,2,2,3,5,,,,
Azaghal,512,firstorder,ember,tiebainterceptor,73,4,0,0,daredevil,targetingsynchronizer,clustermissiles,stealthdevice,,,,,,,3,2,2,3,4,,,,
Azaghal,512,firstorder,backdraft,tiesffighter,56,4,0,0,advancedoptics,homingmissiles,hotshotgunner,munitionsfailsafe,,,,,,,2,3,3,2,4,,,,
Yan Picard,512,galacticempire,onyxsquadronscout,tieagaggressor,43,3,0,0,trickshot,ioncannonturret,concussionmissiles,,,,,,,,2,4,1,2,3,,,,
Yan Picard,512,galacticempire,imdaartestpilot,tiephphantom,46,1,0,0,targetingcomputer,,,,,,,,,,2,3,2,3,3,,,,
Yan Picard,512,galacticempire,obsidiansquadronpilot,tielnfighter,23,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Yan Picard,512,galacticempire,patrolleader,vt49decimator,88,2,0,0,darthvader,ministertua,,,,,,,,,0,12,4,3,2,,,,
Jorge Silva,512,galacticempire,darthvader,tieadvancedx1,88,4,0,0,brilliantevasion,collisiondetector,concussionmissiles,afterburners,,,,,,,3,3,2,2,6,,,,
Jorge Silva,512,galacticempire,captainferoph,tiereaper,50,1,0,0,hullupgrade,,,,,,,,,,1,7,2,3,3,,,,
Jorge Silva,512,galacticempire,lieutenantsai,lambdaclasst4ashuttle,61,3,0,0,ioncannon,shieldupgrade,st321,,,,,,,,1,6,5,3,3,,,,
Dan Sunderland,512,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Dan Sunderland,512,rebelalliance,alexsandrkallus,vcx100lightfreighter,92,4,0,0,dorsalturret,seasonednavigator,ezrabridger,ghost,,,,,,,0,10,4,4,4,,,,
Dan Sunderland,512,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,53,3,0,0,crackshot,chopper,phantom,,,,,,,,2,4,1,2,6,,,,
Dan Sunderland,512,rebelalliance,lieutenantblount,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Samuel Moorhead,512,firstorder,omegasquadronexpert,tiesffighter,47,2,0,0,deuteriumpowercells,ionmissiles,,,,,,,,,2,3,3,2,3,,,,
Samuel Moorhead,512,firstorder,lieutenantdormitz,upsilonclassshuttle,86,2,0,0,targetingsynchronizer,advancedsensors,,,,,,,,,1,6,6,4,2,,,,
Samuel Moorhead,512,firstorder,pettyofficerthanisson,upsilonclassshuttle,67,2,0,0,perceptivecopilot,jammingbeam,,,,,,,,,1,6,6,4,1,,,,
Adam Nordquist,512,galacticrepublic,sinker,arc170starfighter,75,3,0,0,protontorpedoes,clonecommandercody,shieldupgrade,,,,,,,,1,6,4,3,3,,,,
Adam Nordquist,512,galacticrepublic,squadsevenveteran,arc170starfighter,59,2,0,0,protontorpedoes,tacticalscrambler,,,,,,,,,1,6,3,3,3,,,,
Adam Nordquist,512,galacticrepublic,obiwankenobi,delta7aethersprite,61,2,0,0,r2astromech,calibratedlasertargeting,,,,,,,,,3,3,1,2,5,,,,
Daniel Mahony,512,galacticempire,sigmasquadronace,tiephphantom,65,4,1,8,trickshot,firecontrolsystem,agilegunner,targetingcomputer,,,,,,,2,3,2,3,4,agilegunner,,,
Daniel Mahony,512,galacticempire,sabersquadronace,tieininterceptor,41,1,0,0,lonewolf,,,,,,,,,,3,3,0,3,4,,,,
Daniel Mahony,512,galacticempire,captainferoph,tiereaper,47,0,0,0,,,,,,,,,,,1,6,2,3,3,,,,
Daniel Mahony,512,galacticempire,vedfoslo,tieadvancedx1,47,1,0,0,passivesensors,,,,,,,,,,3,3,2,2,4,,,,
Kettch,512,separatistalliance,baktoidprototype,hyenaclassdroidbomber,28,0,0,0,,,,,,,,,,,2,5,0,2,1,,,,
Kettch,512,separatistalliance,darkcourier,sithinfiltrator,73,3,0,0,protontorpedoes,drk1probedroids,scimitar,,,,,,,,1,6,4,3,2,,,,
